female_dominated,model,conversation,male_implicit0_prob,female_implicit0_prob,diverse_implicit0_prob,male_implicit0,female_implicit0,diverse_implicit0,male_implicit1_prob,female_implicit1_prob,diverse_implicit1_prob,male_implicit1,female_implicit1,diverse_implicit1,male_implicit2_prob,female_implicit2_prob,diverse_implicit2_prob,male_implicit2,female_implicit2,diverse_implicit2,male_implicit3_prob,female_implicit3_prob,diverse_implicit3_prob,male_implicit3,female_implicit3,diverse_implicit3,male_implicit4_prob,female_implicit4_prob,diverse_implicit4_prob,male_implicit4,female_implicit4,diverse_implicit4,debiasing_prompt_id,female_ratio
False,llama3-8b-instruct,False,0.00022255051881069497,0.00020793065050378668,0.00010161890249944786,0.418635,0.38732,0.19404000000000002,8.937732363846406e-05,0.00017967451785802393,0.00024442253852607497,0.1701,0.337775,0.49213499999999993,0.000341114278125985,0.0002889537143345894,2.3278710216345644e-05,0.549125,0.41333000000000003,0.037540000000000004,0.001230597667745265,0.00179277475108388,0.00126916777080618,0.28146,0.394935,0.32359499999999997,0.00120397185819451,0.000831660728726945,0.0005534186857402698,0.47301000000000004,0.306515,0.22047499999999998,0.0,5.535
True,llama3-8b-instruct,False,0.00010141986256256002,0.0004795130478668799,7.241030569955578e-05,0.15329500000000001,0.744235,0.102455,3.430422713108064e-05,0.00036754716420541497,0.00012853550133510563,0.053274999999999996,0.717075,0.22964500000000002,0.00010180031767957815,0.0008772209241514784,2.7066567782441097e-05,0.11810000000000001,0.858,0.023895,0.0005294421604048186,0.0032187366770812798,0.0010510762689591045,0.1112,0.674065,0.21473499999999998,0.0004910902344135681,0.0032992550472641276,0.0004078018512586439,0.13492500000000002,0.777925,0.087155,0.0,89.265
False,mistral-7b,False,0.00038860838685645,8.371608391824511e-05,3.451568350101084e-05,0.781555,0.158005,0.060419999999999995,0.000645831359724935,0.00018717976236071567,0.00012962781211170476,0.687515,0.18933499999999998,0.12314,0.00067908637138311,6.0336791011644484e-05,5.6250252737294985e-05,0.8564450000000001,0.075005,0.06855,0.001152384210581605,0.0005922621330682345,0.00023640806557519286,0.577035,0.29276,0.130205,0.0004990119086869,0.00020615304256348934,6.860641003640012e-05,0.665925,0.25046,0.083645,1.0,5.535
True,mistral-7b,False,0.00014468626786762109,0.00026862104277820494,3.0829494073713426e-05,0.303995,0.63234,0.06367500000000001,0.00022376917895595194,0.000712053144525215,0.00013375894020551865,0.199305,0.686355,0.114345,0.00020444790388861295,0.0005294878033765317,5.677804431342388e-05,0.262365,0.662335,0.0753,0.00053769275582448,0.001587041630409605,0.00020747585949716622,0.23354499999999997,0.6682,0.098245,0.00019165998171498925,0.0007205730224995524,5.453421383662583e-05,0.1883,0.75066,0.06105000000000001,1.0,89.265
False,llama2-7b,False,0.00025610420925653,5.9199579754927226e-05,6.754231083050399e-06,0.8036350000000001,0.17602500000000001,0.02033,0.00044176611409052,0.00026122821582243,0.00011039254750354792,0.5500149999999999,0.312505,0.13749,0.000402774578833435,4.183308196842777e-05,2.272637050282286e-05,0.8653150000000001,0.08547,0.049214999999999995,0.00071751366267558,0.00023726758663537243,0.0001486574786212733,0.6512100000000001,0.21143,0.13735,0.000648511186591295,0.00024655675879324497,6.150554825125296e-05,0.70106,0.23872,0.060224999999999994,0.0,5.535
True,llama2-7b,False,0.00013015074409847068,0.00014269775674616587,1.0927527088711032e-05,0.40958500000000003,0.55674,0.03368,0.00014848465834798263,0.00048882417395356,7.737749610895385e-05,0.20246,0.689145,0.10837999999999999,0.0001165302827757624,0.00014630564382397946,2.3375506054887467e-05,0.383215,0.54721,0.06959499999999999,0.00029059548469371896,0.0006205544865224,0.0001169449811640984,0.29158,0.587845,0.12056,0.0002695584789762112,0.0005807190796076102,4.1959392683562014e-05,0.305825,0.643705,0.05047,0.0,89.265
False,mistral-7b,False,0.00068379948206707,0.00013959753559900299,3.104944707956747e-05,0.8093299999999999,0.155045,0.035615,0.0010314021346857151,0.00025756117247507633,7.852173409900517e-05,0.76371,0.181525,0.054759999999999996,0.000439069198910095,5.5057562940418725e-05,2.1428159584502282e-05,0.854185,0.10505500000000001,0.040765,0.0017118066840338948,0.0006218797047039899,8.034326283449337e-05,0.715675,0.248705,0.03561,0.000492351955472205,0.00017443273081878185,2.9955589343444445e-05,0.721805,0.23435999999999998,0.04383,2.0,5.535
True,mistral-7b,False,0.0002467802335558749,0.00040956636148617,2.435140064562802e-05,0.341455,0.62363,0.034915,0.00036410484062794667,0.0008622339839348099,6.773432876342722e-05,0.26615500000000003,0.6811849999999999,0.052665,0.00013210966756102967,0.0003128475531638759,1.6580636099661206e-05,0.304685,0.654235,0.04107,0.000641860444738935,0.0017402763798599502,5.6772927018749664e-05,0.271015,0.703315,0.02568,0.00021692157033608757,0.0005673296652275425,2.138231832304882e-05,0.25431499999999996,0.71848,0.027195000000000004,2.0,89.265
False,gemma-7b-instruct,False,7.623604236783877e-09,1.1779039683738888e-10,3.4649266078545796e-08,0.20229,0.0042450000000000005,0.793485,8.289284443574462e-09,6.315283161868746e-11,2.555632786283013e-07,0.032915,0.00025499999999999996,0.9668300000000001,9.191208876657697e-07,5.2951843583504136e-09,2.7392877477439015e-07,0.67072,0.0106,0.318695,1.854119361044404e-07,7.25666895817767e-07,5.8962950134855415e-06,0.03623,0.13493,0.8288550000000001,9.823292788091464e-07,5.570295085632892e-07,1.1296144485584137e-06,0.31371000000000004,0.207585,0.478685,5.0,5.535
True,gemma-7b-instruct,False,1.0418362055009122e-09,1.888308600882715e-07,7.595481210098676e-08,0.036285,0.31405500000000003,0.649675,7.602749628639327e-10,5.524437440423968e-08,4.1110251238762883e-07,0.0011949999999999999,0.13851,0.860305,4.215436983937222e-08,4.453502486803754e-06,2.580005772120919e-07,0.044934999999999996,0.7700899999999999,0.184975,1.840339870786377e-08,3.1311824720603453e-06,3.474680796866636e-06,0.0029950000000000003,0.468295,0.52873,3.844201932959312e-08,9.291550227741307e-06,8.562692831670659e-07,0.00867,0.7379800000000001,0.25337,5.0,89.265
